left_x,left_y,right_x,right_y,horizontalRatio,verticalRatio,Centre,Left,Right,Up,Down
588,360,727,345,0.5543859649122806,0.6842105263157895,1,0,0,0,0
569,361,708,345,0.5635593220338984,0.6671052631578948,1,0,0,0,0
546,360,684,347,0.5597680642283676,0.6671052631578948,1,0,0,0,0
517,359,657,348,0.575,0.675,1,0,0,0,0
499,360,637,351,0.5586206896551724,0.675,1,0,0,0,0
474,355,614,348,0.5517241379310345,0.7352941176470589,1,0,0,0,0
448,352,589,347,0.5819672131147542,0.675,1,0,0,0,0
429,351,571,347,0.5655737704918034,0.675,1,0,0,0,0
422,352,565,347,0.5687466948704389,0.6821428571428572,1,0,0,0,0
409,346,552,343,0.5655737704918034,0.6833333333333333,1,0,0,0,0
396,343,540,343,0.5687466948704389,0.7,1,0,0,0,0
390,343,533,342,0.5613432046536224,0.675,1,0,0,0,0
389,343,533,342,0.575652841781874,0.6992481203007519,1,0,0,0,0
407,342,550,341,0.5767172167707404,0.775,1,0,0,0,0
443,346,585,342,0.5862068965517242,0.7222222222222222,1,0,0,0,0
486,349,626,340,0.5672413793103448,0.6754385964912281,1,0,0,0,0
529,359,667,347,0.5894213909994155,0.6578947368421053,1,0,0,0,0
545,362,681,349,0.5744651292025562,0.6921052631578948,1,0,0,0,0
539,362,677,351,0.5908953418027829,0.7,1,0,0,0,0
532,360,668,348,0.5724722384570426,0.6921052631578948,1,0,0,0,0
527,358,664,347,0.5879943502824858,0.6921052631578948,1,0,0,0,0
525,353,664,344,0.571045197740113,0.7,1,0,0,0,0
525,352,664,343,0.5744651292025562,0.6921052631578948,1,0,0,0,0
525,350,664,341,0.5911364267852182,0.72953216374269,1,0,0,0,0
519,346,659,335,0.5863387978142076,0.6921052631578948,1,0,0,0,0
513,357,654,344,0.5892752776154295,0.6394736842105263,1,0,0,0,0
514,364,654,354,0.5916666666666667,0.6921052631578948,1,0,0,0,0
514,406,656,398,0.5175438596491228,0.7493734335839599,1,0,0,0,0
522,468,657,460,0.5661027568922306,0.7368421052631579,1,0,0,0,0
519,500,659,490,0.5462962962962963,0.7002923976608187,1,0,0,0,0
524,549,657,540,0.5948051948051948,0.6345238095238095,1,0,0,0,0
514,560,655,556,0.5181818181818182,0.6842105263157895,1,0,0,0,0
517,572,657,567,0.5490288220551378,0.7434640522875817,1,0,0,0,0
522,571,658,564,0.5357142857142857,0.7573099415204678,1,0,0,0,0
528,546,662,537,0.6,0.625,1,0,0,0,0
533,532,666,523,0.5982142857142858,0.675,1,0,0,0,0
528,430,671,420,0.6183533447684391,0.75,1,0,0,0,0
525,365,665,354,0.58994708994709,0.6907894736842105,1,0,0,0,0
522,297,663,287,0.5677966101694916,0.7071428571428571,1,0,0,0,0
519,259,662,248,0.5583333333333333,0.6904761904761905,1,0,0,0,0
518,257,661,246,0.5625706214689266,0.6666666666666666,1,0,0,0,0
516,298,654,287,0.5659905529313698,0.6921052631578948,1,0,0,0,0
514,310,651,299,0.5862068965517242,0.6904761904761905,1,0,0,0,0
516,340,650,329,0.5818181818181818,0.6842105263157895,1,0,0,0,0
520,383,650,373,0.5818181818181818,0.6921052631578948,1,0,0,0,0
524,397,654,389,0.5917667238421955,0.7105263157894737,1,0,0,0,0
524,385,653,376,0.5877192982456141,0.6921052631578948,1,0,0,0,0
522,382,652,371,0.5762987012987013,0.6842105263157895,1,0,0,0,0
522,376,660,367,0.5399350649350649,0.7140522875816994,1,0,0,0,0
544,374,680,366,0.5185185185185185,0.71875,1,0,0,0,0
572,371,713,368,0.5602693602693603,0.8251633986928104,1,0,0,0,0
599,371,740,372,0.5055904961565338,0.7333333333333333,1,0,0,0,0
633,373,768,374,0.5818181818181818,0.5110294117647058,1,0,0,0,0
670,372,805,377,0.5924185463659148,0.53125,1,0,0,0,0
695,374,832,376,0.5782019704433498,0.6966911764705883,1,0,0,0,0
700,374,839,377,0.5637054354178843,0.6842105263157895,1,0,0,0,0
689,373,827,374,0.5723261250730567,0.6000000000000001,1,0,0,0,0
666,375,802,374,0.5387174833635813,0.6584967320261439,1,0,0,0,0
641,376,776,370,0.5498376623376624,0.6176470588235294,1,0,0,0,0
605,378,737,369,0.5594276094276094,0.7941176470588236,1,0,0,0,0
555,379,694,366,0.512962962962963,0.7002923976608187,1,0,0,0,0
512,388,644,370,0.5415793151642208,0.7279411764705883,1,0,0,0,0
450,387,593,368,0.5201525054466231,0.8496732026143792,1,0,0,0,0
391,406,525,380,0.5528846153846154,0.675,1,0,0,0,0
340,414,472,383,0.5590909090909091,0.6904761904761905,1,0,0,0,0
295,417,429,387,0.5510855683269477,0.7,1,0,0,0,0
275,415,412,391,0.5735109717868339,0.6904761904761905,1,0,0,0,0
272,415,409,390,0.5720338983050848,0.6818181818181819,1,0,0,0,0
279,408,416,388,0.5892752776154295,0.6590909090909091,1,0,0,0,0
289,399,431,385,0.5905928614640048,0.675,1,0,0,0,0
318,390,459,379,0.5603448275862069,0.7105263157894737,1,0,0,0,0
365,386,500,374,0.5789473684210527,0.6842105263157895,1,0,0,0,0
404,380,541,368,0.5535714285714286,0.6934210526315789,1,0,0,0,0
454,357,595,356,0.5878756114605171,0.6102941176470589,1,0,0,0,0
505,341,638,337,0.654786862334032,0.4297385620915033,1,0,0,0,0
553,334,690,346,0.5924185463659148,0.7,1,0,0,0,0
590,328,723,356,0.6352513227513228,0.7218614718614718,1,0,0,0,0
604,330,732,364,0.7625425170068028,0.8333333333333333,1,0,0,0,0
609,334,737,376,0.7395833333333333,0.7684210526315789,1,0,0,0,0
612,332,736,381,0.6923529411764706,0.7246376811594203,1,0,0,0,0
613,336,736,389,0.6727450980392157,0.7228260869565217,1,0,0,0,0
615,335,740,391,0.7023529411764706,0.7330434782608696,1,0,0,0,0
607,333,732,382,0.6884905660377358,0.7608695652173914,1,0,0,0,0
600,331,728,373,0.6263227513227514,0.66,1,0,0,0,0
589,337,721,359,0.6102756892230576,0.7045454545454546,1,0,0,0,0
576,343,710,348,0.5862068965517242,0.675,1,0,0,0,0
561,350,694,336,0.5614035087719298,0.7,1,0,0,0,0
537,358,667,327,0.5050505050505051,0.7142857142857142,1,0,0,0,0
519,371,647,327,0.5277511961722487,0.6246438746438746,1,0,0,0,0
500,382,627,328,0.5346907993966817,0.6431623931623931,1,0,0,0,0
483,394,605,327,0.4618686868686869,0.7474916387959867,1,0,0,0,0
474,410,592,342,0.5833333333333333,0.7666666666666666,1,0,0,0,0
467,434,585,356,0.49577167019027485,0.6952861952861953,1,0,0,0,0
466,446,582,362,0.532608695652174,0.6877912395153774,1,0,0,0,0
485,434,597,364,0.3141695702671312,0.7962962962962963,1,0,0,0,0
481,426,600,358,0.4581560283687943,0.710344827586207,1,0,0,0,0
483,414,603,353,0.4471458773784355,0.7026515151515151,1,0,0,0,0
477,392,606,341,0.5337254901960784,0.7038043478260869,1,0,0,0,0
488,374,617,330,0.483843537414966,0.7047619047619047,1,0,0,0,0
506,366,637,335,0.5317959468902865,0.6739130434782609,1,0,0,0,0
526,356,655,339,0.5754716981132075,0.8347953216374269,1,0,0,0,0
553,365,676,356,0.5748979591836735,0.7666666666666666,1,0,0,0,0
570,381,687,374,0.5797872340425532,0.7416666666666667,1,0,0,0,0
579,397,693,389,0.5816425120772947,0.6552287581699346,1,0,0,0,0
586,411,692,407,0.5896640826873385,0.7666666666666666,1,0,0,0,0
584,418,688,412,0.5785529715762274,0.7261029411764706,1,0,0,0,0
580,417,685,410,0.6012919896640827,0.7352941176470589,1,0,0,0,0
577,411,685,403,0.5969267139479906,0.7261029411764706,1,0,0,0,0
573,401,687,394,0.5908880666049954,0.6862745098039216,1,0,0,0,0
565,388,685,381,0.563921568627451,0.7032163742690059,1,0,0,0,0
553,379,680,369,0.5510132774283718,0.7058823529411765,1,0,0,0,0
546,377,679,365,0.5670454545454545,0.7222222222222222,1,0,0,0,0
536,369,681,358,0.5410919540229885,0.7105263157894737,1,0,0,0,0
543,363,686,349,0.5666666666666667,0.7083333333333333,1,0,0,0,0
550,356,694,345,0.5575159766601834,0.6516290726817042,1,0,0,0,0
561,353,706,347,0.5416666666666666,0.6407894736842106,1,0,0,0,0
583,345,725,351,0.5701754385964912,0.6666666666666667,1,0,0,0,0
608,337,749,358,0.571045197740113,0.588095238095238,1,0,0,0,0
629,335,769,371,0.5908953418027829,0.6521739130434783,1,0,0,0,0
632,338,768,378,0.6256805807622505,0.6956521739130435,1,0,0,0,0
622,332,754,373,0.648538961038961,0.5606060606060606,1,0,0,0,0
597,339,735,365,0.618025078369906,0.5403726708074534,1,0,0,0,0
568,342,704,365,0.5724878934624698,0.6590909090909091,1,0,0,0,0
542,347,678,357,0.5957512315270936,0.675,1,0,0,0,0
512,352,648,353,0.5770145703241154,0.7017543859649122,1,0,0,0,0
479,357,615,351,0.5561101028433152,0.6862745098039216,1,0,0,0,0
433,362,571,352,0.5397727272727273,0.6944444444444444,1,0,0,0,0
381,371,514,356,0.5488544474393531,0.7105263157894737,1,0,0,0,0
333,373,466,358,0.59792663476874,0.72953216374269,1,0,0,0,0
314,387,448,359,0.5615629984051036,0.6821428571428572,1,0,0,0,0
322,383,459,355,0.58994708994709,0.6904761904761905,1,0,0,0,0
365,384,496,348,0.5439560439560439,0.6590909090909092,1,0,0,0,0
409,381,539,345,0.5636363636363636,0.6458333333333334,1,0,0,0,0
456,366,594,330,0.49056603773584906,0.6190476190476191,1,0,0,0,0
502,359,640,333,0.5078347578347578,0.6666666666666667,1,0,0,0,0
549,354,684,338,0.5606527093596059,0.675,1,0,0,0,0
583,347,719,342,0.573502722323049,0.6388888888888888,1,0,0,0,0
618,341,755,355,0.5822746521476104,0.7105263157894737,1,0,0,0,0
626,348,762,369,0.604679802955665,0.6666666666666666,1,0,0,0,0
613,358,750,375,0.5881977671451355,0.6921052631578948,1,0,0,0,0
601,367,730,376,0.5826758147512865,0.7279411764705883,1,0,0,0,0
587,374,710,375,0.5980392156862746,0.7573529411764706,1,0,0,0,0
579,374,698,372,0.5935294117647059,0.7140522875816994,1,0,0,0,0
573,372,686,364,0.5714285714285714,0.72953216374269,1,0,0,0,0
568,373,682,362,0.5601295097132285,0.7171052631578947,1,0,0,0,0
572,375,681,365,0.5858156028368795,0.7507739938080495,1,0,0,0,0
573,368,682,362,0.554780361757106,0.8261904761904761,1,0,0,0,0
579,339,689,336,0.5983201581027668,0.7666666666666666,1,0,0,0,0
577,330,692,329,0.6177304964539008,0.8,1,0,0,0,0
573,323,694,319,0.5969230769230769,0.7573529411764706,1,0,0,0,0
573,326,700,321,0.5916289592760181,0.7140522875816994,1,0,0,0,0
567,338,705,329,0.5439814814814815,0.631578947368421,1,0,0,0,0
565,352,708,345,0.5830721003134796,0.8238095238095238,1,0,0,0,0
563,372,709,359,0.5847457627118644,0.588095238095238,1,0,0,0,0
558,388,707,375,0.5549386323787259,0.631578947368421,1,0,0,0,0
556,397,707,390,0.5203389830508475,0.6357142857142857,1,0,0,0,0
557,394,707,387,0.5423728813559322,0.6607142857142857,1,0,0,0,0
561,387,703,378,0.5689655172413793,0.6421052631578947,1,0,0,0,0
564,379,700,369,0.5895675043834016,0.6515151515151515,1,0,0,0,0
568,373,698,363,0.5789473684210527,0.7,1,0,0,0,0
572,365,698,357,0.5698812019566737,0.7,1,0,0,0,0
576,356,699,350,0.5769230769230769,0.7222222222222222,1,0,0,0,0
579,350,697,343,0.5651020408163265,0.7434640522875817,1,0,0,0,0
580,347,696,340,0.5692276910764306,0.7434640522875817,1,0,0,0,0
581,350,698,344,0.5853061224489796,0.7140522875816994,1,0,0,0,0
584,357,703,353,0.5800000000000001,0.75,1,0,0,0,0
594,359,717,359,0.5749019607843138,0.7058823529411765,1,0,0,0,0
612,356,734,364,0.6288515406162465,0.630718954248366,1,0,0,0,0
635,349,760,374,0.6527450980392157,0.5555555555555556,1,0,0,0,0
647,352,769,382,0.6399999999999999,0.6783625730994152,1,0,0,0,0
655,354,774,389,0.6100000000000001,0.675,1,0,0,0,0
658,353,776,393,0.5980392156862746,0.6594202898550725,1,0,0,0,0
655,352,776,389,0.6371428571428572,0.7333333333333334,1,0,0,0,0
645,352,767,383,0.6053061224489796,0.7,1,0,0,0,0
625,356,750,372,0.6561224489795918,0.7941176470588235,1,0,0,0,0
