left_x,left_y,right_x,right_y,horizontalRatio,verticalRatio,Centre,Left,Right,Up,Down
399,383,528,368,0.6685185185185185,0.6904761904761905,1,1,0,0,0
399,380,531,367,0.6471786833855799,0.6833333333333333,1,1,0,0,0
410,377,541,367,0.6749420721615359,0.7105263157894737,1,1,0,0,0
426,378,556,371,0.671455938697318,0.7368421052631579,1,1,0,0,0
434,377,563,377,0.6742800397219464,0.72953216374269,1,1,0,0,0
437,373,567,380,0.6769005847953216,0.7105263157894737,1,1,0,0,0
440,371,570,383,0.6799191374663073,0.7184210526315788,1,1,0,0,0
445,370,574,386,0.6906328320802004,0.7071428571428571,1,1,0,0,0
446,368,574,390,0.7264150943396226,0.7321428571428572,1,1,0,0,0
446,365,573,392,0.691468253968254,0.7045454545454546,1,1,0,0,0
449,363,576,394,0.7,0.6950757575757576,1,1,0,0,0
449,360,576,393,0.712962962962963,0.7445887445887446,1,1,0,0,0
440,363,572,388,0.7293831168831169,0.7673160173160173,1,1,0,0,0
426,366,560,382,0.7161616161616162,0.7573099415204678,1,1,0,0,0
416,368,547,374,0.6976430976430976,0.7712418300653594,1,1,0,0,0
411,372,541,372,0.6676413255360624,0.7434640522875817,1,1,0,0,0
412,379,546,370,0.6885167464114832,0.7255639097744361,1,1,0,0,0
406,382,537,367,0.6471786833855799,0.7,1,1,0,0,0
401,386,532,367,0.6437001594896332,0.6921052631578948,1,1,0,0,0
397,388,527,365,0.6408382066276803,0.6904761904761905,1,1,0,0,0
386,383,523,364,0.613166144200627,0.6992481203007519,1,1,0,0,0
393,384,524,366,0.656269592476489,0.6666666666666666,1,1,0,0,0
418,382,547,369,0.6761363636363636,0.7071428571428571,1,1,0,0,0
456,378,586,377,0.7151515151515151,0.7434640522875817,1,1,0,0,0
509,374,637,379,0.7791116446578632,0.75,1,1,0,0,0
570,361,699,372,0.7008879023307437,0.775,1,1,0,0,0
600,365,729,375,0.7075471698113207,0.7836257309941521,1,1,0,0,0
635,364,765,377,0.7112159329140462,0.8055555555555556,1,1,0,0,0
667,362,798,375,0.6966329966329967,0.736842105263158,1,1,0,0,0
700,360,834,365,0.7090909090909091,0.7279411764705883,1,1,0,0,0
716,365,849,361,0.6670454545454545,0.7712418300653594,1,1,0,0,0
720,362,853,359,0.6761083743842364,0.6111111111111112,1,1,0,0,0
731,363,865,355,0.637531328320802,0.7368421052631579,1,1,0,0,0
735,362,871,358,0.6448244552058111,0.675,1,1,0,0,0
739,363,875,363,0.6491228070175439,0.7434640522875817,1,1,0,0,0
758,358,895,360,0.6841028638223261,0.7352941176470589,1,1,0,0,0
770,353,913,356,0.6796296296296296,0.7666666666666666,1,1,0,0,0
778,355,918,356,0.711864406779661,0.6739766081871346,1,1,0,0,0
774,358,914,356,0.669672131147541,0.7507739938080495,1,1,0,0,0
772,356,912,354,0.6670075978959673,0.7222222222222222,1,1,0,0,0
769,358,908,351,0.6589330369547097,0.6944444444444444,1,1,0,0,0
765,360,905,347,0.653448275862069,0.675,1,1,0,0,0
763,361,903,347,0.6399095534200113,0.6515151515151515,1,1,0,0,0
764,361,904,348,0.6306497175141244,0.7,1,1,0,0,0
766,360,906,349,0.6507363156432342,0.6842105263157895,1,1,0,0,0
765,359,906,351,0.6364942528735633,0.6671052631578948,1,1,0,0,0
763,360,904,352,0.6440677966101696,0.7222222222222222,1,1,0,0,0
761,361,900,352,0.6589330369547097,0.6421052631578947,1,1,0,0,0
753,357,892,353,0.6699939503932244,0.5789473684210527,1,1,0,0,0
736,363,874,359,0.6474873624739815,0.6,1,1,0,0,0
714,368,850,364,0.6681286549707602,0.6944444444444444,1,1,0,0,0
700,371,836,366,0.6647338685697295,0.6407894736842106,1,1,0,0,0
688,369,820,370,0.6736111111111112,0.5669934640522876,1,1,0,0,0
668,376,799,373,0.667179802955665,0.5657894736842105,1,1,0,0,0
647,381,778,378,0.6709905660377358,0.6754385964912281,1,1,0,0,0
633,384,762,381,0.6732804232804233,0.6842105263157895,1,1,0,0,0
627,386,757,382,0.658869395711501,0.7222222222222222,1,1,0,0,0
625,386,756,382,0.6550751879699248,0.7156862745098038,1,1,0,0,0
623,385,758,380,0.6644365150163545,0.7140522875816994,1,1,0,0,0
622,381,761,375,0.6701149425287356,0.7222222222222222,1,1,0,0,0
620,376,766,370,0.6678571428571429,0.6671052631578948,1,1,0,0,0
620,375,771,368,0.6551764984600805,0.6428571428571428,1,1,0,0,0
620,374,778,367,0.6707013574660634,0.675,1,1,0,0,0
623,369,784,366,0.6779220779220779,0.5431818181818182,1,1,0,0,0
616,372,790,365,0.6192632850241546,0.6225296442687747,1,1,0,0,0
627,364,794,364,0.7092664092664093,0.4624505928853755,1,1,0,0,0
627,364,796,364,0.7213888888888889,0.42934782608695654,1,1,0,0,0
621,364,797,363,0.7021868050407709,0.4221014492753623,1,1,0,0,0
614,364,795,363,0.6685643123999288,0.4347826086956522,1,1,0,0,0
615,364,796,360,0.6908148928696873,0.4258333333333334,1,1,0,0,0
618,360,796,359,0.7039473684210527,0.405,1,1,0,0,0
622,361,797,356,0.719277347627556,0.5871212121212122,1,1,0,0,0
622,350,794,352,0.7146464646464648,0.4713438735177865,1,1,0,0,0
623,349,790,349,0.6871327849588719,0.5,1,1,0,0,0
622,348,785,347,0.6825730502417491,0.5562770562770563,1,1,0,0,0
623,351,777,344,0.6880830223880596,0.6904761904761905,1,1,0,0,0
619,352,769,346,0.6552109181141439,0.6904761904761905,1,1,0,0,0
620,355,761,349,0.6592108919144206,0.6921052631578948,1,1,0,0,0
622,359,756,355,0.6707021791767555,0.711111111111111,1,1,0,0,0
622,364,751,360,0.6584905660377358,0.72953216374269,1,1,0,0,0
621,368,745,365,0.6613247863247864,0.7573529411764706,1,1,0,0,0
621,371,741,368,0.6807547169811321,0.7647058823529411,1,1,0,0,0
621,377,738,377,0.6913265306122449,0.775,1,1,0,0,0
623,386,738,385,0.6742021276595744,0.7279411764705883,1,1,0,0,0
625,396,737,395,0.6887141535615171,0.7666666666666666,1,1,0,0,0
627,404,736,401,0.6645390070921986,0.75,1,1,0,0,0
627,410,736,407,0.6777777777777778,0.7857142857142857,1,1,0,0,0
628,414,735,412,0.7045454545454546,0.823076923076923,1,1,0,0,0
627,420,731,418,0.6904761904761905,0.7857142857142857,1,1,0,0,0
625,419,733,417,0.686046511627907,0.78125,1,1,0,0,0
626,414,732,411,0.6666666666666667,0.7928571428571429,1,1,0,0,0
626,409,736,408,0.6888888888888889,0.78125,1,1,0,0,0
626,405,736,404,0.6887141535615171,0.75,1,1,0,0,0
624,401,737,398,0.6846187943262412,0.7647058823529411,1,1,0,0,0
620,397,736,393,0.6498724489795918,0.6764705882352942,1,1,0,0,0
618,395,735,390,0.680672268907563,0.7352941176470589,1,1,0,0,0
614,390,734,384,0.6604449472096531,0.7222222222222222,1,1,0,0,0
612,388,735,382,0.6705840455840456,0.7222222222222222,1,1,0,0,0
611,384,738,377,0.6609427609427609,0.7140522875816994,1,1,0,0,0
611,383,741,375,0.6581168831168831,0.6944444444444444,1,1,0,0,0
614,380,748,374,0.6761083743842364,0.7032163742690059,1,1,0,0,0
617,380,755,373,0.67312040700961,0.6578947368421053,1,1,0,0,0
621,380,762,373,0.6870689655172414,0.6921052631578948,1,1,0,0,0
619,375,764,368,0.6678571428571429,0.675,1,1,0,0,0
617,364,763,360,0.6967213114754098,0.8333333333333333,1,1,0,0,0
613,356,761,350,0.6614754098360656,0.8,1,1,0,0,0
610,348,759,343,0.6751718667371761,0.72953216374269,1,1,0,0,0
608,346,756,342,0.673155737704918,0.7184210526315788,1,1,0,0,0
608,345,756,341,0.6538938492063492,0.7,1,1,0,0,0
609,347,754,342,0.6678571428571429,0.7184210526315788,1,1,0,0,0
615,344,758,342,0.6627938764352105,0.675,1,1,0,0,0
634,335,771,348,0.7133998790078645,0.5947368421052632,1,1,0,0,0
646,340,782,356,0.6992268807612251,0.7059523809523809,1,1,0,0,0
658,342,789,365,0.6976430976430976,0.696969696969697,1,1,0,0,0
661,343,788,366,0.7042881646655231,0.7321428571428572,1,1,0,0,0
658,344,785,368,0.7007275132275133,0.7493734335839599,1,1,0,0,0
650,344,778,363,0.696969696969697,0.7380952380952381,1,1,0,0,0
641,347,770,361,0.6818181818181819,0.72953216374269,1,1,0,0,0
636,353,765,359,0.6881977671451356,0.711111111111111,1,1,0,0,0
627,354,756,356,0.6818181818181819,0.7434640522875817,1,1,0,0,0
618,358,747,352,0.6883838383838383,0.7140522875816994,1,1,0,0,0
609,363,736,350,0.6764132553606238,0.6842105263157895,1,1,0,0,0
597,366,723,346,0.6698653198653199,0.6754385964912281,1,1,0,0,0
588,369,714,345,0.658147512864494,0.6594202898550725,1,1,0,0,0
577,372,704,346,0.67003367003367,0.6821428571428572,1,1,0,0,0
567,369,703,348,0.6063973063973064,0.7309523809523809,1,1,0,0,0
579,370,708,350,0.6584905660377358,0.6833333333333333,1,1,0,0,0
590,367,722,355,0.6852272727272728,0.7032163742690059,1,1,0,0,0
601,363,732,359,0.6849025974025974,0.75,1,1,0,0,0
606,364,737,364,0.6552318295739348,0.7434640522875817,1,1,0,0,0
610,364,740,365,0.6553884711779449,0.6944444444444444,1,1,0,0,0
610,366,740,363,0.6646825396825397,0.6671052631578948,1,1,0,0,0
609,368,738,359,0.658869395711501,0.6921052631578948,1,1,0,0,0
605,371,734,358,0.6408382066276803,0.675,1,1,0,0,0
607,364,735,360,0.6799191374663073,0.5526315789473684,1,1,0,0,0
609,363,739,364,0.6646825396825397,0.5421052631578948,1,1,0,0,0
619,363,744,368,0.6857632933104632,0.5175438596491228,1,1,0,0,0
617,374,749,369,0.6352762803234502,0.7894736842105263,1,1,0,0,0
626,363,749,368,0.6911618669314796,0.5,1,1,0,0,0
617,364,743,365,0.6868131868131868,0.5190058479532164,1,1,0,0,0
582,368,712,357,0.6460863697705803,0.5154761904761904,1,1,0,0,0
592,366,720,358,0.6473022178086726,0.5714285714285714,1,1,0,0,0
582,347,718,346,0.726078167115903,0.8214285714285714,0,1,0,0,1
584,346,721,344,0.6682675814751287,0.8348214285714286,0,1,0,0,1
586,339,722,337,0.6809299191374663,0.8285714285714285,0,1,0,0,1
584,329,721,330,0.668615984405458,0.8159340659340659,0,1,0,0,1
582,336,720,335,0.6921296296296297,0.8,0,1,0,0,1
580,345,720,343,0.7123376623376624,0.7857142857142857,0,1,0,0,1
579,361,720,356,0.7239234449760765,0.7729166666666667,0,1,0,0,1
577,369,717,362,0.662227602905569,0.71875,0,1,0,0,1
577,366,716,360,0.6761083743842364,0.775,0,1,0,0,1
577,363,716,359,0.6761083743842364,0.7666666666666666,0,1,0,0,1
580,356,721,352,0.7172619047619048,0.8666666666666667,0,1,0,0,1
588,346,724,349,0.704779189352692,0.8,0,1,0,0,1
598,342,737,360,0.7142857142857143,0.7647058823529411,0,1,0,0,1
603,341,738,367,0.7112012987012988,0.7836257309941521,0,1,0,0,1
602,339,737,367,0.711038961038961,0.7850877192982456,0,1,0,0,1
594,340,732,362,0.724937343358396,0.7894736842105263,0,1,0,0,1
582,344,720,356,0.7410714285714286,0.8055555555555556,0,1,0,0,1
570,351,707,349,0.6840909090909091,0.8285714285714285,0,1,0,0,1
561,358,699,345,0.6820175438596492,0.7638888888888888,0,1,0,0,1
552,361,689,341,0.6794258373205742,0.7213622291021672,0,1,0,0,1
545,359,681,338,0.6773879142300194,0.6764705882352942,0,1,0,0,1
543,354,680,339,0.7030844155844156,0.8611111111111112,0,1,0,0,1
543,358,676,343,0.6579545454545455,0.7573529411764706,0,1,0,0,1
531,352,677,344,0.6696428571428572,0.8455882352941176,0,1,0,0,1
514,362,659,346,0.6547169811320754,0.7416666666666667,0,1,0,0,1
484,373,615,346,0.660377358490566,0.6657894736842105,0,1,0,0,1
462,378,599,343,0.646051712089448,0.6944444444444444,0,1,0,0,1
443,369,595,342,0.5555555555555556,0.9431818181818182,0,1,0,0,1
459,342,603,338,0.6624737945492662,0.6547987616099071,0,1,0,0,1
481,372,619,342,0.6603773584905661,0.7124183006535948,0,1,0,0,1
492,368,634,346,0.6801346801346801,0.71875,0,1,0,0,1
513,364,650,350,0.7284498705142435,0.7352941176470589,0,1,0,0,1
524,359,670,353,0.6807992202729045,0.7666666666666666,0,1,0,0,1
557,355,695,357,0.7602762803234502,0.875,0,1,0,0,1
578,355,714,361,0.7830419580419581,0.8395833333333333,0,1,0,0,1
598,352,736,365,0.7628205128205128,0.8928571428571428,0,1,0,0,1
623,354,760,372,0.7655485674353599,0.8284313725490196,0,1,0,0,1
640,355,775,377,0.739622641509434,0.8235294117647058,0,1,0,0,1
648,356,783,378,0.7516328011611031,0.7850877192982456,0,1,0,0,1
659,356,791,381,0.7264150943396226,0.8529411764705882,0,1,0,0,1
657,357,788,381,0.7098183088749126,0.7990196078431373,0,1,0,0,1
647,361,782,378,0.7607744107744108,0.8856209150326797,0,1,0,0,1
635,361,768,375,0.7562893081761006,0.8065015479876161,0,1,0,0,1
616,363,751,373,0.7516835016835017,0.8235294117647058,0,1,0,0,1
601,360,736,368,0.7443019943019943,0.8,0,1,0,0,1
584,366,719,365,0.746680642907058,0.78125,0,1,0,0,1
567,369,705,366,0.7255291005291005,0.7573529411764706,0,1,0,0,1
553,371,684,363,0.706060606060606,0.7416666666666667,0,1,0,0,1
539,372,677,362,0.6296296296296297,0.7678571428571428,0,1,0,0,1
543,373,674,361,0.6662337662337663,0.7058823529411765,0,1,0,0,1
542,374,673,362,0.6843910806174958,0.7678571428571428,0,1,0,0,1
541,373,677,361,0.693138936535163,0.6966911764705883,0,1,0,0,1
546,375,682,368,0.709643605870021,0.9944852941176471,0,1,0,0,1
553,388,686,379,0.711663807890223,0.7333333333333333,0,1,0,0,1
560,396,692,387,0.7264150943396226,0.74375,0,1,0,0,1
566,395,697,388,0.737770789657582,0.7279411764705883,0,1,0,0,1
570,390,701,385,0.7161680911680912,0.7595238095238095,0,1,0,0,1
573,381,704,378,0.7044629898403483,0.78125,0,1,0,0,1
575,372,705,370,0.7005590496156533,0.8814102564102564,0,1,0,0,1
573,368,703,365,0.6843910806174958,0.80625,0,1,0,0,1
575,353,707,352,0.7443019943019943,0.7647058823529411,0,1,0,0,1
578,344,708,341,0.7025728987993138,0.8,0,1,0,0,1
579,341,708,338,0.7025728987993138,0.775,0,1,0,0,1
580,342,708,338,0.7254273504273505,0.8,0,1,0,0,1
579,345,707,341,0.7158119658119658,0.823076923076923,0,1,0,0,1
578,351,707,347,0.7135341074020319,0.823076923076923,0,1,0,0,1
576,354,708,351,0.7082167832167832,0.823076923076923,0,1,0,0,1
576,352,705,349,0.7029159519725557,0.775,0,1,0,0,1
581,353,711,349,0.7231494920174166,0.7857142857142857,0,1,0,0,1
590,350,720,351,0.7456603773584907,0.8782051282051282,0,1,0,0,1
600,346,729,355,0.7612481857764877,0.8375,0,1,0,0,1
614,342,740,362,0.7734615384615384,0.8284313725490196,0,1,0,0,1
622,341,750,368,0.7727920227920227,0.8562091503267973,0,1,0,0,1
626,341,752,367,0.7538461538461538,0.8377192982456141,0,1,0,0,1
628,338,753,366,0.7813725490196078,0.9117647058823529,0,1,0,0,1
630,338,755,366,0.7634615384615384,0.8872549019607843,0,1,0,0,1
626,338,753,365,0.7662141779788838,0.9020833333333333,0,1,0,0,1
612,340,743,362,0.7628205128205128,0.8377192982456141,0,1,0,0,1
602,344,734,354,0.7135341074020319,0.8180147058823529,0,1,0,0,1
596,347,728,347,0.7264150943396226,0.775,0,1,0,0,1
589,352,722,342,0.7273755656108598,0.7573529411764706,0,1,0,0,1
561,369,690,336,0.6900452488687783,0.7543859649122806,0,1,0,0,1
540,373,673,335,0.6126299576434348,0.7326388888888888,0,1,0,0,1
526,372,662,334,0.64,0.7222222222222222,0,1,0,0,1
514,376,649,340,0.6468738438771735,0.6907894736842105,0,1,0,0,1
492,379,631,342,0.6568627450980392,0.7326388888888888,0,1,0,0,1
466,392,601,356,0.6448979591836734,0.7352941176470589,0,1,0,0,1
446,405,582,368,0.6749019607843136,0.6830065359477124,0,1,0,0,1
434,417,570,379,0.6596153846153847,0.7058823529411764,0,1,0,0,1
423,421,562,385,0.636617749825297,0.7058823529411764,0,1,0,0,1
426,425,563,389,0.6320754716981132,0.6764705882352942,0,1,0,0,1
435,420,571,386,0.6517722473604827,0.6830065359477124,0,1,0,0,1
494,375,630,358,0.7407407407407407,0.7973856209150327,0,1,0,0,1
496,333,663,322,0.47540726817042606,0.6687306501547987,0,1,0,0,1
545,305,686,303,0.7181818181818181,0.775,0,1,0,0,1
558,296,694,296,0.6965811965811965,0.8642857142857143,0,1,0,0,1
562,302,700,300,0.712962962962963,0.7886029411764706,0,1,0,0,1
563,307,698,304,0.712962962962963,0.7886029411764706,0,1,0,0,1
557,309,696,306,0.6528651292802237,0.8125,0,1,0,0,1
562,322,694,316,0.7095819459859416,0.7846153846153847,0,1,0,0,1
564,340,699,334,0.7169811320754718,0.7512820512820513,0,1,0,0,1
567,357,699,351,0.7264150943396226,0.8346153846153846,0,1,0,0,1
568,372,702,365,0.7242424242424242,0.8564102564102565,0,1,0,0,1
562,382,701,375,0.6613022567517574,0.75,0,1,0,0,1
566,381,700,373,0.704100145137881,0.7333333333333333,0,1,0,0,1
559,377,692,367,0.6952493261455526,0.7238095238095238,0,1,0,0,1
552,378,685,365,0.711663807890223,0.7196078431372549,0,1,0,0,1
527,380,671,363,0.6577635327635327,0.7666666666666666,0,1,0,0,1
490,385,633,357,0.6745283018867925,0.7124183006535948,0,1,0,0,1
459,388,598,356,0.7166005291005291,0.8421052631578947,0,1,0,0,1
442,395,575,356,0.6346153846153846,0.6888544891640866,0,1,0,0,1
436,398,568,356,0.6538461538461539,0.6644736842105263,0,1,0,0,1
442,397,575,354,0.6666666666666667,0.6461988304093567,0,1,0,0,1
463,392,596,353,0.6479591836734694,0.6666666666666667,0,1,0,0,1
486,386,627,359,0.6715583508036338,0.7867647058823529,0,1,0,0,1
507,380,651,368,0.6958689458689458,0.9666666666666667,0,1,0,0,1
530,378,678,371,0.6285612535612535,1.0686813186813187,0,1,0,0,1
562,378,698,371,0.7211538461538461,0.75,0,1,0,0,1
579,370,714,369,0.7452830188679245,0.8516483516483516,0,1,0,0,1
598,359,731,371,0.7490566037735849,0.8976190476190476,0,1,0,0,1
584,355,721,363,0.7763293310463122,0.8952380952380952,0,1,0,0,1
544,348,676,348,0.7061224489795919,0.9285714285714286,0,1,0,0,1
515,349,647,340,0.7094907407407407,0.8595238095238096,0,1,0,0,1
497,353,627,337,0.689704675963905,0.8166666666666667,0,1,0,0,1
470,377,590,335,0.6704545454545454,0.6830065359477124,0,1,0,0,1
469,375,592,334,0.6799242424242424,0.649671052631579,0,1,0,0,1
445,370,576,335,0.7072340425531916,0.7222222222222222,0,1,0,0,1
394,351,533,336,0.6927958833619211,0.8506944444444444,0,1,0,0,1
364,346,499,336,0.6617132867132867,0.8833333333333333,0,1,0,0,1
361,347,495,338,0.730188679245283,0.8897435897435897,0,1,0,0,1
352,361,489,343,0.6773504273504274,0.7729166666666667,0,1,0,0,1
344,364,480,342,0.6773504273504274,0.7633928571428572,0,1,0,0,1
338,362,464,341,0.5997822931785195,0.8583333333333334,0,1,0,0,1
337,365,475,340,0.6676342525399129,0.7908653846153846,0,1,0,0,1
341,365,480,340,0.6645702306079665,0.76890756302521,0,1,0,0,1
349,362,487,342,0.6551362683438156,0.7908653846153846,0,1,0,0,1
354,359,497,343,0.6567460317460317,0.8166666666666667,0,1,0,0,1
361,359,501,344,0.6553109713487073,0.8452380952380952,0,1,0,0,1
361,361,503,344,0.6553109713487073,0.8166666666666667,0,1,0,0,1
363,366,506,343,0.6499503475670307,0.7633928571428572,0,1,0,0,1
369,367,510,343,0.6627492877492878,0.7633928571428572,0,1,0,0,1
382,363,522,346,0.646051712089448,0.7846153846153847,0,1,0,0,1
393,358,538,352,0.6834381551362684,0.8869047619047619,0,1,0,0,1
412,355,551,361,0.6679970972423803,0.8846153846153846,0,1,0,0,1
429,353,570,370,0.6647449336128581,0.8179487179487179,0,1,0,0,1
445,354,587,368,0.68361285814116,0.8595238095238096,0,1,0,0,1
469,356,613,360,0.6678571428571429,0.9128787878787878,0,1,0,0,1
494,363,638,357,0.6501683501683502,0.8712121212121212,0,1,0,0,1
508,370,649,350,0.6509433962264151,0.7729166666666667,0,1,0,0,1
517,371,656,345,0.6346153846153846,0.7490196078431373,0,1,0,0,1
526,374,663,345,0.6199201741654572,0.7261029411764706,0,1,0,0,1
535,372,677,345,0.6226415094339623,0.7633928571428572,0,1,0,0,1
558,368,702,349,0.6388888888888888,0.8131868131868132,0,1,0,0,1
593,361,732,357,0.7407407407407407,0.8901098901098901,0,1,0,0,1
623,354,760,365,0.7597708894878705,0.9226190476190477,0,1,0,0,1
648,358,788,365,0.7727272727272727,1.0023809523809524,0,1,0,0,1
667,358,810,360,0.7215909090909092,1.006993006993007,0,1,0,0,1
688,364,831,352,0.6676948051948053,0.7928571428571429,0,1,0,0,1
691,366,833,348,0.7063795853269538,0.7774725274725275,0,1,0,0,1
694,364,836,347,0.6800637958532696,0.7571428571428571,0,1,0,0,1
705,362,851,351,0.684012539184953,0.9230769230769231,0,1,0,0,1
719,356,863,355,0.6909461152882206,0.7666666666666666,0,1,0,0,1
720,357,864,358,0.6963097398669087,0.7774725274725275,0,1,0,0,1
722,357,867,353,0.6805387409200969,0.7261904761904762,0,1,0,0,1
722,359,866,347,0.6926332288401253,0.7512820512820513,0,1,0,0,1
719,358,863,345,0.6594827586206897,0.7008928571428572,0,1,0,0,1
715,357,858,347,0.6416256157635468,0.8782051282051282,0,1,0,0,1
700,355,846,351,0.7037337662337663,0.842948717948718,0,1,0,0,1
676,360,820,356,0.700031328320802,0.7802197802197802,0,1,0,0,1
653,362,800,356,0.6767857142857143,0.775,0,1,0,0,1
623,353,764,344,0.6203703703703705,0.8571428571428571,0,1,0,0,1
614,334,747,324,0.6620421753607103,0.8166666666666667,0,1,0,0,1
608,325,740,317,0.6909503843466107,0.8109243697478992,0,1,0,0,1
606,325,739,316,0.6632205513784462,0.7361111111111112,0,1,0,0,1
606,336,748,325,0.6896929824561404,0.8293269230769231,0,1,0,0,1
604,342,754,329,0.7083333333333334,0.7279411764705883,0,1,0,0,1
592,353,764,339,0.7142857142857142,0.8928571428571428,0,1,0,0,1
592,368,777,352,0.6871270247229326,0.8111111111111111,0,1,0,0,1
595,373,791,357,0.6983695652173914,0.5735294117647058,0,1,0,0,1
596,378,792,362,0.6891666666666667,0.6654411764705883,0,1,0,0,1
551,381,794,363,0.45794871794871794,0.7058823529411764,0,1,0,0,1
545,382,793,362,0.46534090909090914,0.7242647058823529,0,1,0,0,1
579,380,792,361,0.6771255060728745,0.7242647058823529,0,1,0,0,1
586,380,792,360,0.6924550299800134,0.7941176470588236,0,1,0,0,1
592,376,792,357,0.6974429223744292,0.7679738562091503,0,1,0,0,1
596,371,791,353,0.693075117370892,0.75,0,1,0,0,1
605,366,788,349,0.7278951486697965,0.8251633986928104,0,1,0,0,1
610,357,777,345,0.6845318860244234,0.8261904761904761,0,1,0,0,1
610,355,778,342,0.6649184149184149,0.7784313725490195,0,1,0,0,1
616,355,775,345,0.7171378968253967,0.8303571428571428,0,1,0,0,1
618,359,769,350,0.6931618936294565,0.7857142857142857,0,1,0,0,1
621,361,768,353,0.6928696668614844,0.7774725274725275,0,1,0,0,1
623,365,765,358,0.699874686716792,0.7595238095238095,0,1,0,0,1
629,369,763,363,0.6716524216524217,0.7261904761904762,0,1,0,0,1
634,375,762,370,0.678076923076923,0.7261904761904762,0,1,0,0,1
638,382,763,378,0.7077551020408164,0.842948717948718,0,1,0,0,1
641,396,764,391,0.6957003546099291,0.7417582417582418,0,1,0,0,1
643,403,764,398,0.6957003546099291,0.7774725274725275,0,1,0,0,1
641,410,763,404,0.6521739130434783,0.9045454545454545,0,1,0,0,1
645,410,765,405,0.6521739130434783,0.8712121212121212,0,1,0,0,1
654,409,768,406,0.6932367149758454,0.9090909090909091,0,1,0,0,1
649,408,770,405,0.6521739130434783,0.8712121212121212,0,1,0,0,1
654,404,771,402,0.7021276595744681,0.8012820512820513,0,1,0,0,1
653,397,774,397,0.6914893617021276,0.8076923076923077,0,1,0,0,1
655,390,776,390,0.7017431972789117,0.8012820512820513,0,1,0,0,1
659,381,781,388,0.7142857142857142,0.7564102564102564,0,1,0,0,1
669,373,786,388,0.7625425170068028,0.8571428571428571,0,1,0,0,1
668,364,789,391,0.7312925170068028,0.807843137254902,0,1,0,0,1
671,358,795,391,0.7485887972210161,1.0,0,1,0,0,1
673,361,796,397,0.746734693877551,0.9097222222222222,0,1,0,0,1
672,361,794,398,0.74375,0.8562091503267973,0,1,0,0,1
664,361,789,395,0.7796352583586625,0.90625,0,1,0,0,1
650,363,777,386,0.7681072428971589,0.8823529411764706,0,1,0,0,1
635,363,763,375,0.7615686274509804,0.8198529411764706,0,1,0,0,1
623,369,751,370,0.7467948717948718,0.8928571428571428,0,1,0,0,1
614,371,744,368,0.7564102564102564,0.8159340659340659,0,1,0,0,1
604,377,735,365,0.7210977701543739,0.8179487179487179,0,1,0,0,1
598,379,724,362,0.6989064856711915,0.7928571428571429,0,1,0,0,1
584,382,720,361,0.6156533892382949,0.7729166666666667,0,1,0,0,1
587,388,712,360,0.6891025641025641,0.8354166666666667,0,1,0,0,1
576,392,711,359,0.6719607843137255,0.880718954248366,0,1,0,0,1
577,403,699,362,0.6967346938775509,0.6388888888888888,0,1,0,0,1
574,409,695,366,0.6836734693877551,0.6157894736842104,0,1,0,0,1
570,408,693,366,0.6602891156462585,0.631578947368421,0,1,0,0,1
565,406,692,365,0.6599999999999999,0.6407894736842106,0,1,0,0,1
544,412,676,368,0.6153846153846154,0.6944444444444444,0,1,0,0,1
536,412,675,369,0.6369738751814225,0.6769005847953216,0,1,0,0,1
545,417,679,381,0.6726190476190477,0.6111111111111112,0,1,0,0,1
547,424,688,393,0.6607142857142857,0.6568627450980392,0,1,0,0,1
545,404,692,399,0.7499305362600722,0.444047619047619,0,1,0,0,1
554,410,702,385,0.7139830508474576,0.631578947368421,0,1,0,0,1
562,399,706,376,0.7092343658679134,0.6499999999999999,0,1,0,0,1
576,384,712,367,0.7758620689655172,0.84375,0,1,0,0,1
577,376,714,360,0.7043254688445251,0.7729166666666667,0,1,0,0,1
581,369,715,354,0.6964285714285714,0.7555147058823529,0,1,0,0,1
585,361,717,348,0.6844155844155844,0.7196078431372549,0,1,0,0,1
587,351,719,339,0.6851851851851851,0.6944444444444444,0,1,0,0,1
589,345,717,333,0.6876780626780626,0.7416666666666667,0,1,0,0,1
588,345,716,333,0.6784188034188035,0.7416666666666667,0,1,0,0,1
587,350,718,338,0.6944847605224964,0.7666666666666666,0,1,0,0,1
583,364,719,353,0.7794612794612794,0.8375,0,1,0,0,1
567,371,713,358,0.6703042328042328,0.7928571428571429,0,1,0,0,1
570,374,708,362,0.7383116883116883,0.7991071428571428,0,1,0,0,1
566,383,706,369,0.7172619047619048,0.7490196078431373,0,1,0,0,1
565,384,703,369,0.6900062656641603,0.7261029411764706,0,1,0,0,1
568,380,710,366,0.7182881773399015,0.7573529411764706,0,1,0,0,1
571,373,711,360,0.6900062656641603,0.7140522875816994,0,1,0,0,1
566,361,711,347,0.6452067669172932,0.875,0,1,0,0,1
572,344,708,334,0.7053571428571428,0.7361111111111112,0,1,0,0,1
569,332,706,325,0.6712962962962963,0.7529411764705882,0,1,0,0,1
569,322,709,316,0.7378246753246753,0.7823529411764706,0,1,0,0,1
569,317,704,310,0.7,0.775,0,1,0,0,1
570,318,706,311,0.7036725067385445,0.7823529411764706,0,1,0,0,1
572,321,705,315,0.6818181818181819,0.7678571428571428,0,1,0,0,1
