left_x,left_y,right_x,right_y,horizontalRatio,verticalRatio,cursor_x,cursor_y
569,403,667,396,0.5975609756097562,0.7916666666666667,1018.28125,662.94921875
562,400,661,392,0.5523255813953488,0.7692307692307693,1018.28125,662.94921875
560,399,660,390,0.5930232558139534,0.7857142857142857,966.8828125,672.32421875
562,401,663,393,0.5568181818181819,0.7666666666666666,823.08984375,684.44921875
566,405,669,397,0.5795454545454546,0.8461538461538461,823.08984375,684.44921875
566,402,671,394,0.5888888888888889,0.7366071428571428,744.1171875,682.125
573,392,680,385,0.6094562647754138,0.7104166666666667,593.7578125,680.58203125
584,377,692,372,0.6107954545454546,0.7666666666666666,483.15234375,669.3671875
591,378,700,375,0.6314459049544995,0.8214285714285714,478.33203125,672.48828125
596,407,703,404,0.6387814313346227,0.7083333333333333,282.2265625,711.8828125
601,405,708,403,0.6467095497278574,0.6770833333333333,229.51171875,729.1328125
613,399,719,398,0.6488095238095238,0.75,229.51171875,729.1328125
611,385,718,384,0.6416666666666666,0.6875,226.6953125,719.96875
610,379,717,380,0.6213346814964611,0.6770833333333333,214.38671875,694.05078125
606,394,716,397,0.6508704061895552,0.6470588235294117,205.32421875,668.70703125
606,400,713,396,0.6648129423660263,0.7214285714285715,187.2109375,635.046875
607,388,714,380,0.6655712841253791,0.6952380952380952,183.19140625,604.19140625
611,366,717,365,0.6853002070393375,0.7417582417582418,181.953125,592.33984375
613,362,720,362,0.6407867494824017,0.7595238095238095,172.9140625,525.5
616,362,721,364,0.6579365079365079,0.8846153846153846,159.0859375,469.03125
616,356,721,357,0.6625258799171843,0.7857142857142857,139.79296875,389.13671875
614,348,721,350,0.6299171842650104,0.6,139.79296875,389.13671875
615,350,719,349,0.6443768996960486,0.7142857142857143,148.5,319.5
613,347,717,345,0.6669376693766937,0.5906593406593407,130.49609375,267.296875
612,349,718,348,0.6669376693766937,0.7774725274725275,107.984375,221.55078125
615,349,721,348,0.6516563146997929,0.5857142857142856,90.04296875,172.2109375
617,351,722,349,0.6669376693766937,0.6428571428571428,90.04296875,172.2109375
603,364,713,360,0.6655844155844155,0.478021978021978,136.53515625,120.23046875
595,392,701,386,0.6715762273901809,0.6111111111111112,217.09375,75.98828125
590,395,694,388,0.6265700483091787,0.630718954248366,272.51171875,103.1953125
583,406,689,398,0.6640661938534279,0.6691176470588236,362.25390625,150.01953125
578,411,684,401,0.6276595744680851,0.6424148606811146,416.359375,222.078125
578,420,685,412,0.6521739130434783,0.6066176470588236,451.78515625,262.03125
577,423,682,414,0.6307328605200946,0.6215277777777778,457.0234375,265.4453125
574,408,679,401,0.6152173913043478,0.6981424148606811,502.19921875,252.7265625
569,389,674,379,0.6159420289855072,0.6691176470588236,589.9453125,201.56640625
568,378,672,370,0.6174242424242424,0.7573529411764706,644.93359375,189.3671875
567,373,670,366,0.5911193339500462,0.7279411764705883,644.93359375,189.3671875
566,371,670,361,0.6222222222222222,0.6552287581699346,707.9296875,170.34765625
562,365,665,359,0.6046511627906976,0.59375,744.4609375,161.04296875
539,387,650,381,0.5520833333333334,0.5555555555555556,748.22265625,165.0625
509,374,624,357,0.5006513243595311,0.45614035087719296,747.26953125,165.0625
493,295,614,280,0.5754716981132075,0.572463768115942,798.48046875,225.5625
485,228,607,216,0.5740740740740742,0.6669960474308301,809.078125,226.41015625
476,161,601,147,0.55993265993266,0.6452569169960474,809.078125,226.41015625
475,121,603,105,0.5701754385964912,0.6337792642140468,881.51171875,241.2109375
487,160,610,148,0.5592592592592592,0.7049689440993789,926.671875,244.328125
496,164,615,151,0.5596153846153846,0.6739130434782609,965.3515625,256.453125
495,182,614,168,0.5655555555555556,0.7159090909090908,1058.88671875,238.74609375
494,178,613,164,0.5604575163398693,0.7071428571428571,1085.91796875,237.94140625
492,172,610,159,0.547354790972993,0.6887351778656126,1159.6953125,173.87890625
486,172,604,156,0.5505244755244756,0.6669960474308301,1182.3203125,109.2265625
486,169,604,154,0.5453296703296704,0.698051948051948,1179.51171875,35.15234375
488,167,606,153,0.5414335664335664,0.6669960474308301,1113.99609375,39.0234375
489,169,607,153,0.5228758169934641,0.6590909090909091,1059.45703125,76.23046875
490,172,608,156,0.5511879804332634,0.6521739130434783,1040.94140625,112.47265625
486,184,592,171,0.42280390417036384,0.9583333333333333,1060.71484375,204.8203125
488,175,605,163,0.5760266370699223,0.8594771241830066,1090.9375,258.1015625
487,180,604,165,0.5553191489361702,0.8869047619047619,1093.046875,260.29296875
485,175,603,159,0.55119825708061,0.6921052631578948,1148.5234375,340.49609375
484,179,604,163,0.5480769230769231,0.7184210526315788,1162.1015625,398.14453125
481,184,598,168,0.543563579277865,0.6842105263157895,1165.828125,437.8515625
480,185,600,169,0.5462962962962963,0.6842105263157895,1190.46484375,522.09765625
483,189,602,173,0.5529788838612368,0.7434640522875817,1213.203125,573.65234375
482,191,604,178,0.5041928721174005,0.7105263157894737,1119.33203125,657.44921875
487,191,610,177,0.5041727140783745,0.7032163742690059,1119.33203125,657.44921875
494,192,614,178,0.5424528301886793,0.78125,1042.48046875,685.30078125
497,191,618,179,0.5622278664731495,0.7352941176470589,898.0546875,684.69140625
497,191,618,180,0.5704053109713487,0.7140522875816994,809.5,640.30078125
496,195,619,185,0.5849056603773585,0.7279411764705883,718.42578125,632.078125
498,192,624,183,0.5737179487179487,0.7279411764705883,703.51953125,632.078125
548,184,667,180,0.5797073546399691,0.6764705882352942,590.55078125,671.23046875
557,196,676,193,0.5825320512820513,0.7573529411764706,420.73828125,666.875
564,237,684,234,0.6647485080988917,0.64375,420.73828125,666.875
563,269,680,266,0.645075421472937,0.6176470588235294,420.73828125,666.875
559,275,674,272,0.6005967604433078,0.75,378.23828125,680.828125
557,271,672,267,0.5936587400917814,0.7666666666666666,258.296875,680.55078125
560,269,674,267,0.6202046035805626,0.775,160.171875,686.54296875
566,269,680,268,0.6141009595327492,0.7416666666666667,155.08203125,689.4140625
570,269,683,269,0.6459030100334449,0.7416666666666667,94.5390625,727.73828125
573,272,685,271,0.6233333333333333,0.6764705882352942,25.75,741.64453125
575,274,688,274,0.6344444444444444,0.7416666666666667,36.78515625,686.90625
576,270,690,270,0.637987012987013,0.7104166666666667,72.69921875,588.16796875
574,263,689,263,0.6289424860853432,0.6470588235294118,58.07421875,521.6328125
572,258,686,257,0.6455555555555555,0.7058823529411765,60.1328125,521.2890625
567,257,682,253,0.609750566893424,0.7196078431372549,81.1015625,358.67578125
568,252,685,249,0.645075421472937,0.7416666666666667,73.81640625,263.53125
571,244,686,239,0.643009377664109,0.5789473684210527,73.81640625,263.53125
573,243,688,241,0.6423123243677238,0.6754385964912281,64.06640625,211.3359375
572,245,688,242,0.6340826977117624,0.6657894736842105,39.75,135.3828125
575,240,691,238,0.6418269230769231,0.7032163742690059,120.24609375,86.85546875
573,236,689,234,0.6203703703703703,0.6578947368421053,120.24609375,86.85546875
565,239,681,233,0.6352201257861635,0.6213450292397661,186.30859375,92.15234375
550,250,671,243,0.6814725890356141,0.625,258.0859375,112.83984375
552,266,667,254,0.6084615384615384,0.6171052631578948,328.07421875,169.87890625
562,269,679,260,0.63559008509064,0.6491228070175439,438.53125,203.33984375
563,270,679,261,0.6206482593037215,0.6491228070175439,485.75,215.48828125
561,275,677,266,0.6176470588235294,0.6861111111111111,515.91015625,229.48828125
563,274,679,267,0.614313725490196,0.6666666666666667,632.859375,228.36328125
575,276,689,273,0.6012500000000001,0.6388888888888888,695.0859375,229.8515625
582,273,695,273,0.6116666666666667,0.7140522875816994,695.0859375,229.8515625
584,270,698,269,0.6092436974789917,0.6842105263157895,779.2109375,213.4375
586,267,698,265,0.5975765306122449,0.72953216374269,871.6875,186.44140625
588,263,700,260,0.59125,0.6944444444444444,873.80859375,184.31640625
586,261,698,256,0.5759574468085107,0.7352941176470589,919.875,190.8203125
582,257,693,252,0.5747549019607843,0.7105263157894737,972.8359375,175.29296875
577,256,687,249,0.5441176470588236,0.7105263157894737,1137.2890625,120.67578125
580,256,691,251,0.5480769230769231,0.6944444444444444,1154.37109375,113.59765625
584,257,696,252,0.5446808510638298,0.6944444444444444,1167.5859375,184.46875
578,259,693,251,0.5190076030412165,0.6333333333333333,1199.3203125,230.66015625
513,253,630,236,0.48916666666666664,0.48684210526315785,1216.23828125,263.703125
488,266,599,238,0.5208333333333333,0.7,1220.01171875,263.703125
461,276,572,239,0.4984802431610942,0.6956521739130435,1223.87890625,269.6484375
456,278,565,240,0.5243055555555556,0.6666666666666667,1235.2890625,289.19140625
458,285,565,250,0.5604453870625663,0.6525974025974026,1239.046875,343.109375
481,294,576,254,0.4647727272727272,0.6037549407114624,1239.046875,347.02734375
706,264,801,303,0.6241400875547217,0.5357142857142857,920.79296875,370.375
712,264,807,306,0.5944412932501418,0.5562770562770563,910.3203125,365.92578125
733,263,825,310,0.6097560975609757,0.5844155844155844,616.29296875,378.3359375
736,258,825,310,0.6220760233918128,0.5151515151515151,469.2890625,370.5234375
653,262,757,252,0.6210359408033828,0.38541666666666663,241.8203125,152.6875
635,263,736,253,0.6134366925064599,0.42463235294117646,274.0859375,142.46484375
619,265,721,253,0.6366925064599483,0.4540441176470588,275.9921875,142.17578125
603,267,707,251,0.6599483204134367,0.5422794117647058,335.28515625,130.609375
589,266,693,249,0.6710594315245478,0.5392156862745098,424.0703125,118.7421875
569,271,673,253,0.6086956521739131,0.5,498.6015625,132.328125
561,278,668,261,0.6698067632850242,0.6111111111111112,609.8046875,181.53515625
553,290,658,274,0.6304347826086957,0.6552287581699346,675.91015625,366.18359375
548,291,654,277,0.5862884160756501,0.6944444444444444,672.48046875,372.66796875
547,292,652,277,0.5973995271867611,0.7058823529411764,657.73046875,386.9609375
553,291,663,275,0.5557919621749409,0.53125,633.62890625,405.9140625
569,294,678,284,0.6026827012025902,0.71875,629.09765625,423.4375
569,294,678,285,0.6086956521739131,0.7104166666666667,629.09765625,423.4375
566,296,675,287,0.623959296947271,0.6672794117647058,609.7890625,478.96484375
567,299,676,291,0.624190564292322,0.7104166666666667,591.3515625,537.984375
573,305,682,296,0.6108156028368794,0.71875,601.28125,606.265625
574,306,682,297,0.6195652173913044,0.6901960784313725,601.28125,606.265625
579,312,688,304,0.5988179669030733,0.6479166666666667,528.10546875,687.6015625
587,313,696,308,0.6157004830917875,0.7104166666666667,408.76953125,693.97265625
592,311,700,306,0.6225296442687747,0.6607843137254902,370.35546875,681.921875
597,309,706,307,0.6230237154150198,0.6176470588235294,355.44921875,686.734375
605,308,713,309,0.6452569169960474,0.7333333333333333,317.2578125,703.66796875
612,309,719,311,0.6566205533596838,0.6862745098039216,277.26171875,702.34765625
621,306,726,313,0.6640546006066734,0.6770833333333333,199.46484375,700.97265625
